6
0
73
0	21560	-0	0.96	-0	2.64	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.92	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.24	-0	-0	-0	-0	-0	-0	-0	-0	1.44	0.96	0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	
1	0	-0.96	-0	2.7	3.78	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-0.48	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	0.48	-1.2	0.24	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	0.48	-4.16334e-17	-0.72	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-0.72	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-1.2	-0	-0	-0	-0	-0	-0	-0	-0	
2	566	-0	-2.7	-0	-22.68	-0.54	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0.54	-0	-0	-35.1	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-4.32	-0	-0	-0	-0	-0	-0	-0	-7.56	-0	-0	-0	-0	-0	-0	-34.56	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	
3	563	-2.64	-3.78	22.68	-0	-4.98	-4.8	-5.04	-5.04	-4.98	-4.8	-4.8	-5.04	-3.6	-3.6	-4.98	-4.8	-4.8	-4.8	-4.98	-4.98	-4.8	-5.04	-4.8	-5.22	-5.04	-4.8	-5.04	-1.44	-4.98	-4.74	-4.98	-5.04	-4.8	-5.04	-4.8	-4.8	-4.8	-4.8	-8.22	-3.84	-4.32	-5.22	-4.8	-4.8	-4.8	-4.8	-5.04	-4.8	-4.8	-4.8	-4.8	-4.98	-4.8	-4.32	-4.8	-5.22	-4.98	-4.98	-4.8	-4.8	-4.98	-4.8	-4.8	-5.22	-4.8	-0	-0	-0	-0	-0	-0	-0	-0	
4	573	-0	1.2	0.54	4.98	-0	-0	-0	-0.24	-0	-0	-0	-0	0.48	1.2	-0.24	-0	-0	-0.24	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.96	-0	0.24	-0	-0	-0	-0	-0	-0	-0	-0	1.5	0.96	0.48	-0	-0	-0	-0	-0	-0.24	-0	-0	-0	-0	-0	-0	0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	
5	562	-0	1.2	-0	4.8	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	2.4	-0	0.24	-0	-0	-0	-0	-0	-0	-0	-0	-10.88	0.96	0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.2	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	35.64	-0	-0	
6	561	-0	1.2	-0	5.04	-0	-0	-0	-0	-0	-0	-0	-0.72	-0.72	-0	-0	-0	-0	-0	-0	-0	-0	-0.72	-0	-0.72	-0.72	-0	-0.72	0.24	-0	0.24	-0	-0.72	-0	-0.72	-0	-0	0.72	-0	3.12	0.96	0.48	-0.72	-0	-0	-0	-0	-0.72	-0	-0	-0	-0	-0.72	-0	0.72	-0	-0.72	-0	-0	-0	-0	-0	-0	-0	-0.72	-0	-0	2.16	-0	-0	-0	-0	-0	-0	
7	473	-0	1.2	-0	5.04	0.24	-0	-0	-0	-0	-0	-0	-0	0.48	-0	-0	-0	1.2	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.92	-0	0.24	-0	-0	-0	-0	-0	-0	-0	-0	-4.7	1.2	0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	14.58	-0	-0	-0	-0	
8	567	-0	1.2	-0	4.98	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.68	-0	0.24	-0	-0	-0	-0	-0	-0	-0	-0	1.68	0.96	1.2	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	
9	567	-0	1.2	-0	4.8	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.2	-0	0.24	-0	-0	-0	-0	-0	-0	-0	-0	1.68	0.96	0.96	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	
10	571	-0	1.2	-0	4.8	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	2.64	-0	0.24	-0	-0	-0	-0	-0	-0	-0	-0	1.68	0.96	0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.96	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	
11	575	-0	1.2	-0	5.04	-0	-0	0.72	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.2	-0	0.24	-0	-0	-0	-0	-0	-0	0.72	-0	3.36	0.96	0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.2	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	
12	0	-0	0.48	-0	3.6	-0.48	-0	0.72	-0.48	-0	-0	-0	-0	-0	-0.96	-0	-0	-0	-0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0.24	-1.44	-0.72	0.24	-0	-0	-0	-0	-0	-0	0.72	-0	3	0.96	-0.24	-0	-0	-0	-0	-0.96	-0.24	-0.24	-0.24	1.44	-0	-0	-0	-0.48	-0.24	-0.72	-0	-0	-0	-0	-0.24	-0	-0	-0	-0	-0	-0	-0	15.66	-0	-0	-0	-0	
13	576	-1.92	1.2	-0	3.6	-1.2	-0	-0	-0	-0	-0	-0	-0	0.96	-0	-0	-0	1.2	-0	-1.2	-0	-0	-0	-0	-0	-0	-0	-0	0.96	-0	0.24	-1.2	-0	-0	-0	-0	-0	-0	-0	1.92	1.2	0.48	-0	-0	-0	-0	-1.2	-0	-0	-1.2	-0	-0	-0	-0	-0.72	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	21.6	-0	-0	-0	-0	-0	-0	-0	
14	571	-0	1.2	0.54	4.98	0.24	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.44	-0	1.44	-0	-0	-0	-0	-0	-0	-0	-0	1.44	1.2	1.2	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	
15	575	-0	1.2	-0	4.8	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.24	-0	0.24	-0	-0	-0	-0	-0	-0	-0	-0	-6.06	0.96	0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.96	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	44.28	-0	-0	
16	573	-0	1.2	-0	4.8	-0	-0	-0	-1.2	-0	-0	-0	-0	-0	-1.2	-0	-0	-0	-0	-0	-1.2	-0	-0	-0	-0	-0	-0	-0	2.16	-1.2	-0.96	-0	-0	-0	-0	-0	-0	-0	-0	0.48	-0.24	0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.2	-1.2	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	21.6	-0	-0	-0	-0	-0	-0	
17	573	-0	1.2	35.1	4.8	0.24	-0	-0	-0	-0	-0	-0	-0	0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.44	-0	1.44	-0	-0	-0	-0	-0	-0	-0	-0	5.84	1.2	0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	
18	572	-0	1.2	-0	4.98	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.2	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.68	-0	0.24	-0	-0	-0	-0	-0	-0	-0	-0	1.68	0.96	1.68	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	
19	568	-0	1.2	-0	4.98	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.2	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1.44	-0	0.24	-0	-0	-0	-0	-0	-0	-0	-0	1.68	1.2	1.2	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	
20	578	-0	1.2	-0	4.8	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	2.88	-0	0.24	-0	-0	-0	-0	-0	-0	-0	-0	1.68	0.96	0.96	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	
