9
0
16
0	516	0	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	
1	516	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	516	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	516	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	516	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	516	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	516	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	516	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	516	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	516	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	516	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	516	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	516	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	516	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14	516	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15	516	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
