8
0
18
0	518	0	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	
1	518	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	518	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	518	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	518	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	518	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	518	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	518	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	518	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	518	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	518	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	518	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	518	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	518	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14	518	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15	518	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16	518	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17	518	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
