1
0
19
0	519	0	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	
1	519	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	519	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	519	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	519	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	519	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	519	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	519	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	519	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	519	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	519	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	519	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	519	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	519	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14	519	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15	519	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16	519	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17	519	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18	519	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
