75
0
14
0	946	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
1	946	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
2	946	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
3	946	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
4	946	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
5	946	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
6	946	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
7	946	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
8	946	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
9	946	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
10	946	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
11	946	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
12	946	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
13	946	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
