65
0
14
0	950	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
1	950	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
2	950	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
3	950	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
4	950	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
5	950	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
6	950	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
7	950	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
8	950	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
9	950	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
10	950	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
11	950	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
12	950	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
13	950	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
