51
0
15
0	858	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	858	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
2	858	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
3	858	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
4	858	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
5	858	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
6	858	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
7	858	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
8	858	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
9	858	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
10	858	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
11	858	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
12	858	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
13	858	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
14	858	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
