11
0
14
0	953	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
1	953	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
2	953	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
3	953	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
4	953	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
5	953	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
6	953	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
7	953	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
8	953	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
9	953	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
10	953	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
11	953	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
12	953	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
13	953	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
