26
0
14
0	957	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
1	957	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
2	957	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
3	957	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
4	957	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
5	957	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
6	957	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
7	957	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
8	957	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
9	957	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
10	957	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
11	957	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
12	957	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
13	957	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
