3
0
14
0	958	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
1	958	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
2	958	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
3	958	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
4	958	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
5	958	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
6	958	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
7	958	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
8	958	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
9	958	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
10	958	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
11	958	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
12	958	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
13	958	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
