38
0
14
0	901	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
1	901	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
2	901	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
3	901	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
4	901	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
5	901	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
6	901	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
7	901	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
8	901	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
9	901	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
10	901	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
11	901	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
12	901	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
13	901	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
