60
0
18
0	390	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	390	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	390	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	390	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	390	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
5	390	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
6	390	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
7	390	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
8	390	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
9	390	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
10	390	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
11	390	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
12	390	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
13	390	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
14	390	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
15	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
16	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
17	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
