68
0
19
0	491	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	491	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	491	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	491	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	491	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	491	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
6	491	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
7	491	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
8	491	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
9	491	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
10	491	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
11	491	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
12	491	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
13	491	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
14	491	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
15	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
16	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
17	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
18	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
