95
0
16
0	393	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	393	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	393	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
3	393	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
4	393	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
5	393	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
6	393	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
7	393	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
8	393	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
9	393	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
10	393	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
11	393	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
12	393	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
13	393	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
14	393	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
15	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
