2
0
17
0	424	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	424	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	424	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	424	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
4	424	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
5	424	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
6	424	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
7	424	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
8	424	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
9	424	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
10	424	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
11	424	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
12	424	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
13	424	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
14	424	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
15	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
16	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
