52
0
16
0	430	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	430	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	430	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
3	430	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
4	430	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
5	430	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
6	430	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
7	430	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
8	430	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
9	430	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
10	430	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
11	430	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
12	430	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
13	430	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
14	430	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
15	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
