88
0
20
0	499	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	499	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	499	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	499	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	499	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	499	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	499	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
7	499	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
8	499	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
9	499	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
10	499	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
11	499	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
12	499	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
13	499	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
14	499	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
15	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
16	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
17	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
18	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
19	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
