28
0
19
0	441	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	441	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	441	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	441	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	441	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	441	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
6	441	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
7	441	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
8	441	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
9	441	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
10	441	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
11	441	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
12	441	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
13	441	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
14	441	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
15	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
16	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
17	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
18	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
