73
0
17
0	458	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	458	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	458	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	458	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
4	458	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
5	458	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
6	458	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
7	458	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
8	458	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
9	458	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
10	458	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
11	458	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
12	458	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
13	458	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
14	458	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
15	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
16	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
