50
0
17
0	415	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	415	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	415	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	415	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
4	415	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
5	415	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
6	415	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
7	415	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
8	415	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
9	415	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
10	415	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
11	415	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
12	415	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
13	415	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
14	415	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
15	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
16	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
