64
0
15
0	352	0	-85	-85	-85	-85	-85	-85	-85	-85	-85	-85	-85	-85	-85	-85	
1	352	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	352	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	352	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	352	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	352	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	352	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	352	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	352	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	352	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	352	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	352	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	352	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	352	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14	352	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
