94
0
15
0	367	0	-86	-86	-86	-86	-86	-86	-86	-86	-86	-86	-86	-86	-86	-86	
1	367	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	367	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	367	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	367	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	367	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	367	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	367	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	367	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	367	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	367	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	367	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	367	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	367	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14	367	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
